,Product Id,Product Name,Category,Sub-Category
623,OFF-EN-10001532,Brown Kraft Recycled Envelopes,Office Supplies,Envelopes
624,TEC-AC-10003174,Plantronics S12 Corded Telephone Headset System,Technology,Accessories
625,OFF-BI-10004187,3-ring staple pack,Office Supplies,Binders
626,OFF-ST-10000025,Fellowes Stor/Drawer Steel Plus Storage Drawers,Office Supplies,Storage
627,FUR-FU-10004306,Electrix Halogen Magnifier Lamp,Furniture,Furnishings
628,FUR-CH-10003746,Hon 4070 Series Pagoda Round Back Stacking Chairs,Furniture,Chairs
629,OFF-BI-10001036,Cardinal EasyOpen D-Ring Binders,Office Supplies,Binders
630,OFF-BI-10000301,GBC Instant Report Kit,Office Supplies,Binders
631,OFF-AR-10004648,Boston 19500 Mighty Mite Electric Pencil Sharpener,Office Supplies,Art
632,FUR-FU-10002597,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",Furniture,Furnishings
633,OFF-AR-10003405,"Dixon My First Ticonderoga Pencil, #2",Office Supplies,Art
634,FUR-CH-10002335,Hon GuestStacker Chair,Furniture,Chairs
635,OFF-PA-10003657,Xerox 1927,Office Supplies,Paper
636,FUR-BO-10004409,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",Furniture,Bookcases
637,TEC-AC-10000057,Microsoft Natural Ergonomic Keyboard 4000,Technology,Accessories
638,OFF-EN-10000056,Cameo Buff Policy Envelopes,Office Supplies,Envelopes
639,OFF-BI-10000014,Heavy-Duty E-Z-D Binders,Office Supplies,Binders
640,FUR-CH-10004675,"Lifetime Advantage Folding Chairs, 4/Carton",Furniture,Chairs
641,OFF-BI-10001132,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",Office Supplies,Binders
642,FUR-CH-10003199,Office Star - Contemporary Task Swivel Chair,Furniture,Chairs
643,TEC-PH-10001530,Cisco Unified IP Phone 7945G VoIP phone,Technology,Phones
644,OFF-LA-10001569,Avery 499,Office Supplies,Labels
645,OFF-PA-10000176,Xerox 1887,Office Supplies,Paper
646,OFF-LA-10002271,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,Office Supplies,Labels
647,FUR-FU-10004090,"Executive Impressions 14"" Contract Wall Clock",Furniture,Furnishings
648,OFF-AP-10000576,Belkin 7 Outlet SurgeMaster II,Office Supplies,Appliances
649,OFF-PA-10003953,Xerox 218,Office Supplies,Paper
650,FUR-FU-10000794,"Eldon Stackable Tray, Side-Load, Legal, Smoke",Furniture,Furnishings
651,OFF-AR-10001897,Model L Table or Wall-Mount Pencil Sharpener,Office Supplies,Art
652,TEC-PH-10001795,ClearOne CHATAttach 160 - speaker phone,Technology,Phones
653,TEC-AC-10004901,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,Technology,Accessories
654,OFF-AR-10003190,Newell 32,Office Supplies,Art
655,OFF-AP-10000240,Belkin F9G930V10-GRY 9 Outlet Surge,Office Supplies,Appliances
656,TEC-AC-10001838,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,Technology,Accessories
657,OFF-PA-10003651,Xerox 1968,Office Supplies,Paper
658,OFF-BI-10003094,Self-Adhesive Ring Binder Labels,Office Supplies,Binders
659,FUR-CH-10001394,Global Leather Executive Chair,Furniture,Chairs
660,OFF-BI-10004230,GBC Recycled Grain Textured Covers,Office Supplies,Binders
661,OFF-PA-10003395,Xerox 1941,Office Supplies,Paper
662,TEC-AC-10002402,Razer Kraken PRO Over Ear PC and Music Headset,Technology,Accessories
663,TEC-AC-10003441,Kingston Digital DataTraveler 32GB USB 2.0,Technology,Accessories
664,OFF-FA-10002280,Advantus Plastic Paper Clips,Office Supplies,Fasteners
665,OFF-SU-10000381,Acme Forged Steel Scissors with Black Enamel Handles,Office Supplies,Supplies
666,OFF-EN-10004459,Security-Tint Envelopes,Office Supplies,Envelopes
667,FUR-CH-10000665,"Global Airflow Leather Mesh Back Chair, Black",Furniture,Chairs
668,OFF-AP-10003884,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",Office Supplies,Appliances
669,TEC-PH-10001557,Pyle PMP37LED,Technology,Phones
670,TEC-PH-10002085,Clarity 53712,Technology,Phones
671,OFF-AR-10002956,Boston 16801 Nautilus Battery Pencil Sharpener,Office Supplies,Art
672,OFF-AP-10003266,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Office Supplies,Appliances
673,TEC-MA-10004002,Zebra GX420t Direct Thermal/Thermal Transfer Printer,Technology,Machines
674,OFF-BI-10001071,GBC ProClick Punch Binding System,Office Supplies,Binders
675,OFF-PA-10001560,"Adams Telephone Message Books, 5 1/4 x 11",Office Supplies,Paper
676,OFF-AR-10002578,Newell 335,Office Supplies,Art
677,FUR-BO-10001519,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Furniture,Bookcases
678,OFF-BI-10001294,Fellowes Binding Cases,Office Supplies,Binders
679,OFF-BI-10001636,Ibico Plastic and Wire Spiral Binding Combs,Office Supplies,Binders
680,OFF-SU-10002503,Acme Preferred Stainless Steel Scissors,Office Supplies,Supplies
681,OFF-LA-10004093,Avery 486,Office Supplies,Labels
682,FUR-FU-10003878,"Linden 10"" Round Wall Clock, Black",Furniture,Furnishings
683,TEC-AC-10000710,Maxell DVD-RAM Discs,Technology,Accessories
684,OFF-AR-10002335,DIXON Oriole Pencils,Office Supplies,Art
685,OFF-PA-10001870,Xerox 202,Office Supplies,Paper
686,OFF-PA-10001019,Xerox 1884,Office Supplies,Paper
687,OFF-SU-10002537,Acme Box Cutter Scissors,Office Supplies,Supplies
688,OFF-ST-10003221,Staple magnet,Office Supplies,Storage
689,OFF-AR-10003752,Deluxe Chalkboard Eraser Cleaner,Office Supplies,Art
690,TEC-AC-10001714,Logitech MX Performance Wireless Mouse,Technology,Accessories
691,OFF-AR-10003958,Newell 337,Office Supplies,Art
692,TEC-PH-10002923,"Logitech B530 USB Headset - headset - Full size, Binaural",Technology,Phones
693,OFF-LA-10004272,Avery 482,Office Supplies,Labels
694,FUR-FU-10000965,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",Furniture,Furnishings
695,OFF-LA-10004853,Avery 483,Office Supplies,Labels
696,OFF-BI-10003719,Large Capacity Hanging Post Binders,Office Supplies,Binders
697,OFF-BI-10000545,GBC Ibimaster 500 Manual ProClick Binding System,Office Supplies,Binders
698,OFF-PA-10003591,Southworth 100% Cotton The Best Paper,Office Supplies,Paper
699,OFF-PA-10001790,Xerox 1910,Office Supplies,Paper
700,TEC-AC-10002049,Logitech G19 Programmable Gaming Keyboard,Technology,Accessories
701,OFF-BI-10003712,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Office Supplies,Binders
702,OFF-BI-10003984,Lock-Up Easel 'Spel-Binder',Office Supplies,Binders
703,FUR-FU-10001424,Dax Clear Box Frame,Furniture,Furnishings
704,OFF-BI-10002071,Fellowes Black Plastic Comb Bindings,Office Supplies,Binders
705,OFF-ST-10002486,Eldon Shelf Savers Cubes and Bins,Office Supplies,Storage
706,TEC-AC-10000927,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,Technology,Accessories
707,OFF-PA-10001622,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",Office Supplies,Paper
708,OFF-AR-10003158,Fluorescent Highlighters by Dixon,Office Supplies,Art
709,TEC-PH-10002660,Nortel Networks T7316 E Nt8 B27,Technology,Phones
710,OFF-BI-10003364,Binding Machine Supplies,Office Supplies,Binders
711,OFF-EN-10001099,Staple envelope,Office Supplies,Envelopes
712,OFF-PA-10002250,Things To Do Today Pad,Office Supplies,Paper
713,OFF-BI-10004716,Wilson Jones Hanging Recycled Pressboard Data Binders,Office Supplies,Binders
714,OFF-LA-10001045,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,Office Supplies,Labels
715,OFF-BI-10001510,Deluxe Heavy-Duty Vinyl Round Ring Binder,Office Supplies,Binders
716,OFF-PA-10002947,Xerox 1923,Office Supplies,Paper
717,OFF-PA-10000019,Xerox 1931,Office Supplies,Paper
718,FUR-BO-10003441,"Bush Westfield Collection Bookcases, Fully Assembled",Furniture,Bookcases
719,TEC-PH-10004774,Gear Head AU3700S Headset,Technology,Phones
720,OFF-BI-10003684,Wilson Jones Legal Size Ring Binders,Office Supplies,Binders
721,TEC-PH-10001494,Polycom CX600 IP Phone VoIP phone,Technology,Phones
722,TEC-AC-10004666,Maxell iVDR EX 500GB Cartridge,Technology,Accessories
723,OFF-ST-10003816,Fellowes High-Stak Drawer Files,Office Supplies,Storage
724,FUR-TA-10001520,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Furniture,Tables
725,OFF-ST-10001558,Acco Perma 4000 Stacking Storage Drawers,Office Supplies,Storage
726,TEC-AC-10002473,Maxell 4.7GB DVD-R,Technology,Accessories
727,TEC-PH-10004531,OtterBox Commuter Series Case - iPhone 5 & 5s,Technology,Phones
728,OFF-AP-10004487,Kensington 4 Outlet MasterPiece Compact Power Control Center,Office Supplies,Appliances
729,OFF-PA-10003543,Xerox 1985,Office Supplies,Paper
730,TEC-AC-10004353,Hypercom P1300 Pinpad,Technology,Accessories
731,OFF-AR-10001468,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",Office Supplies,Art
732,OFF-PA-10002195,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",Office Supplies,Paper
733,OFF-PA-10001745,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",Office Supplies,Paper
734,OFF-BI-10004826,JM Magazine Binder,Office Supplies,Binders
735,OFF-PA-10000289,Xerox 213,Office Supplies,Paper
736,OFF-AP-10003040,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,Office Supplies,Appliances
737,OFF-PA-10000350,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",Office Supplies,Paper
738,OFF-BI-10001759,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",Office Supplies,Binders
739,OFF-ST-10001496,Standard Rollaway File with Lock,Office Supplies,Storage
740,OFF-BI-10002931,"Avery Trapezoid Extra Heavy Duty 4"" Binders",Office Supplies,Binders
741,FUR-TA-10002356,Bevis Boat-Shaped Conference Table,Furniture,Tables
742,FUR-FU-10003601,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Furniture,Furnishings
743,FUR-TA-10004154,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",Furniture,Tables
744,OFF-PA-10000788,Xerox 210,Office Supplies,Paper
745,FUR-FU-10001940,Staple-based wall hangings,Furniture,Furnishings
746,OFF-BI-10004465,Avery Durable Slant Ring Binders,Office Supplies,Binders
747,OFF-PA-10002333,"Universal Ultra Bright White Copier/Laser Paper, 8 1/2"" x 11"", Ream",Office Supplies,Paper
748,FUR-FU-10004188,Luxo Professional Combination Clamp-On Lamps,Furniture,Furnishings
749,OFF-BI-10000145,Zipper Ring Binder Pockets,Office Supplies,Binders
750,OFF-LA-10001613,Avery File Folder Labels,Office Supplies,Labels
751,OFF-LA-10004055,Color-Coded Legal Exhibit Labels,Office Supplies,Labels
752,OFF-PA-10004621,Xerox 212,Office Supplies,Paper
753,OFF-PA-10001281,Computer Printout Paper with Letter-Trim Fine Perforations,Office Supplies,Paper
754,OFF-ST-10001097,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,Office Supplies,Storage
755,FUR-FU-10001095,DAX Black Cherry Wood-Tone Poster Frame,Furniture,Furnishings
756,OFF-BI-10002012,Wilson Jones Easy Flow II Sheet Lifters,Office Supplies,Binders
757,OFF-PA-10004156,Xerox 188,Office Supplies,Paper
758,OFF-AR-10000034,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",Office Supplies,Art
759,TEC-PH-10000560,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),Technology,Phones
760,OFF-EN-10000461,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Office Supplies,Envelopes
761,TEC-MA-10003066,Wasp CCD Handheld Bar Code Reader,Technology,Machines
762,OFF-BI-10004022,Acco Suede Grain Vinyl Round Ring Binder,Office Supplies,Binders
763,OFF-AR-10001988,Bulldog Table or Wall-Mount Pencil Sharpener,Office Supplies,Art
764,OFF-PA-10003625,Xerox 1979,Office Supplies,Paper
765,OFF-BI-10003925,Fellowes PB300 Plastic Comb Binding Machine,Office Supplies,Binders
766,TEC-PH-10001530,Plantronics Voyager Pro Legend,Technology,Phones
767,OFF-EN-10003862,Laser & Ink Jet Business Envelopes,Office Supplies,Envelopes
768,OFF-ST-10004258,Portable Personal File Box,Office Supplies,Storage
769,FUR-FU-10002885,Magna Visual Magnetic Picture Hangers,Furniture,Furnishings
770,TEC-AC-10003033,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,Technology,Accessories
771,OFF-ST-10000046,Fellowes Super Stor/Drawer Files,Office Supplies,Storage
772,OFF-BI-10002049,UniKeep View Case Binders,Office Supplies,Binders
773,FUR-FU-10001602,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",Furniture,Furnishings
774,OFF-ST-10003722,Project Tote Personal File,Office Supplies,Storage
775,TEC-AC-10003198,Enermax Acrylux Wireless Keyboard,Technology,Accessories
776,FUR-FU-10002191,G.E. Halogen Desk Lamp Bulbs,Furniture,Furnishings
777,TEC-PH-10004188,OtterBox Commuter Series Case - Samsung Galaxy S4,Technology,Phones
778,OFF-ST-10001526,Iceberg Mobile Mega Data/Printer Cart ,Office Supplies,Storage
779,OFF-AR-10001166,Staples in misc. colors,Office Supplies,Art
780,FUR-CH-10000309,Global Comet Stacking Arm Chair,Furniture,Chairs
781,TEC-MA-10004212,Cisco SPA525G2 5-Line IP Phone,Technology,Machines
782,OFF-EN-10003072,Peel & Seel Envelopes,Office Supplies,Envelopes
783,OFF-BI-10000320,GBC Plastic Binding Combs,Office Supplies,Binders
784,OFF-PA-10001166,Xerox 2,Office Supplies,Paper
785,OFF-PA-10003656,Xerox 1935,Office Supplies,Paper
786,TEC-PH-10000148,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,Technology,Phones
787,TEC-PH-10003885,Cisco SPA508G,Technology,Phones
788,OFF-LA-10001175,Avery 514,Office Supplies,Labels
789,OFF-PA-10000955,Southworth 25% Cotton Granite Paper & Envelopes,Office Supplies,Paper
790,FUR-FU-10003975,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,Furniture,Furnishings
791,OFF-BI-10003707,Aluminum Screw Posts,Office Supplies,Binders
792,OFF-AR-10000203,Newell 336,Office Supplies,Art
793,OFF-AR-10004790,Staples in misc. colors,Office Supplies,Art
794,TEC-AC-10004761,Maxell 4.7GB DVD+RW 3/Pack,Technology,Accessories
795,FUR-BO-10001811,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",Furniture,Bookcases
796,OFF-AR-10001130,"Quartet Alpha White Chalk, 12/Pack",Office Supplies,Art
797,OFF-AP-10000055,Belkin F9S820V06 8 Outlet Surge,Office Supplies,Appliances
798,FUR-CH-10002304,"Global Stack Chair without Arms, Black",Furniture,Chairs
799,FUR-FU-10000293,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,Furniture,Furnishings
800,OFF-PA-10001307,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",Office Supplies,Paper
801,FUR-FU-10004460,"Howard Miller 12"" Round Wall Clock",Furniture,Furnishings
802,OFF-AR-10000716,DIXON Ticonderoga Erasable Checking Pencils,Office Supplies,Art
803,FUR-FU-10004622,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,Furniture,Furnishings
804,OFF-BI-10003529,Avery Round Ring Poly Binders,Office Supplies,Binders
805,OFF-BI-10001097,Avery Hole Reinforcements,Office Supplies,Binders
806,OFF-BI-10001597,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Office Supplies,Binders
807,OFF-FA-10001754,Stockwell Gold Paper Clips,Office Supplies,Fasteners
808,OFF-FA-10004838,"Super Bands, 12/Pack",Office Supplies,Fasteners
809,TEC-PH-10002115,Plantronics 81402,Technology,Phones
810,OFF-FA-10003059,Assorted Color Push Pins,Office Supplies,Fasteners
811,OFF-BI-10004330,"GBC Velobind Prepunched Cover Sets, Regency Series",Office Supplies,Binders
812,OFF-BI-10003669,3M Organizer Strips,Office Supplies,Binders
813,OFF-BI-10003727,Avery Durable Slant Ring Binders With Label Holder,Office Supplies,Binders
814,TEC-AC-10003447,Micropad Numeric Keypads,Technology,Accessories
815,OFF-AR-10000255,Newell 328,Office Supplies,Art
816,OFF-AP-10002191,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Office Supplies,Appliances
817,OFF-PA-10000349,Easy-staple paper,Office Supplies,Paper
818,FUR-CH-10002880,"Global High-Back Leather Tilter, Burgundy",Furniture,Chairs
819,OFF-PA-10003127,Easy-staple paper,Office Supplies,Paper
820,TEC-MA-10003979,Ativa V4110MDD Micro-Cut Shredder,Technology,Machines
821,OFF-PA-10000029,Xerox 224,Office Supplies,Paper
822,OFF-LA-10000452,Avery 488,Office Supplies,Labels
823,TEC-PH-10001819,Innergie mMini Combo Duo USB Travel Charging Kit,Technology,Phones
824,OFF-AR-10002952,Stanley Contemporary Battery Pencil Sharpeners,Office Supplies,Art
825,TEC-PH-10000576,AT&T 1080 Corded phone,Technology,Phones
826,OFF-PA-10000605,Xerox 1950,Office Supplies,Paper
827,OFF-ST-10004340,"Fellowes Mobile File Cart, Black",Office Supplies,Storage
828,OFF-BI-10004001,GBC Recycled VeloBinder Covers,Office Supplies,Binders
829,FUR-TA-10004147,Hon 4060 Series Tables,Furniture,Tables
830,OFF-AR-10001545,Newell 326,Office Supplies,Art
831,TEC-AC-10001013,Logitech ClearChat Comfort/USB Headset H390,Technology,Accessories
832,OFF-AR-10002255,Newell 346,Office Supplies,Art
833,OFF-PA-10001892,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Office Supplies,Paper
834,OFF-BI-10003676,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Office Supplies,Binders
835,OFF-FA-10003495,Staples,Office Supplies,Fasteners
836,OFF-EN-10003798,"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",Office Supplies,Envelopes
837,TEC-PH-10003589,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,Technology,Phones
838,OFF-PA-10004735,Xerox 1905,Office Supplies,Paper
839,FUR-BO-10002206,"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order",Furniture,Bookcases
840,OFF-PA-10000141,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",Office Supplies,Paper
841,TEC-PH-10001061,Apple iPhone 5C,Technology,Phones
842,OFF-AR-10002375,Newell 351,Office Supplies,Art
843,OFF-EN-10001539,Staple envelope,Office Supplies,Envelopes
844,FUR-TA-10004086,KI Adjustable-Height Table,Furniture,Tables
845,OFF-PA-10000100,Xerox 1945,Office Supplies,Paper
846,OFF-LA-10000973,Avery 502,Office Supplies,Labels
847,OFF-ST-10001476,Steel Personal Filing/Posting Tote,Office Supplies,Storage
848,OFF-EN-10002831,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",Office Supplies,Envelopes
849,OFF-PA-10001763,Xerox 1896,Office Supplies,Paper
850,OFF-BI-10002072,Cardinal Slant-D Ring Binders,Office Supplies,Binders
851,OFF-FA-10001561,Stockwell Push Pins,Office Supplies,Fasteners
852,TEC-MA-10004241,Star Micronics TSP800 TSP847IIU Receipt Printer,Technology,Machines
853,OFF-AP-10003849,Hoover Shoulder Vac Commercial Portable Vacuum,Office Supplies,Appliances
854,OFF-FA-10000735,Staples,Office Supplies,Fasteners
855,OFF-BI-10003350,Acco Expandable Hanging Binders,Office Supplies,Binders
856,TEC-PH-10000307,Shocksock Galaxy S4 Armband,Technology,Phones
857,TEC-CO-10004202,Brother DCP1000 Digital 3 in 1 Multifunction Machine,Technology,Copiers
858,FUR-FU-10001852,"Eldon Regeneration Recycled Desk Accessories, Smoke",Furniture,Furnishings
859,OFF-AR-10003759,"Crayola Anti Dust Chalk, 12/Pack",Office Supplies,Art
860,OFF-ST-10004337,"SAFCO Commercial Wire Shelving, 72h",Office Supplies,Storage
861,FUR-TA-10001932,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",Furniture,Tables
862,FUR-CH-10002126,Hon Deluxe Fabric Upholstered Stacking Chairs,Furniture,Chairs
863,OFF-AP-10000576,"Belkin 325VA UPS Surge Protector, 6'",Office Supplies,Appliances
864,TEC-PH-10004700,PowerGen Dual USB Car Charger,Technology,Phones
865,OFF-BI-10003429,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",Office Supplies,Binders
866,FUR-FU-10004952,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",Furniture,Furnishings
867,OFF-PA-10003172,Xerox 1996,Office Supplies,Paper
868,OFF-ST-10002352,Iris Project Case,Office Supplies,Storage
869,OFF-PA-10002259,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",Office Supplies,Paper
870,OFF-BI-10002976,ACCOHIDE Binder by Acco,Office Supplies,Binders
871,OFF-BI-10003694,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",Office Supplies,Binders
872,OFF-LA-10004425,Staple-on labels,Office Supplies,Labels
873,FUR-CH-10001270,Harbour Creations Steel Folding Chair,Furniture,Chairs
874,TEC-PH-10004539,Wireless Extenders zBoost YX545 SOHO Signal Booster,Technology,Phones
875,OFF-AR-10001919,"OIC #2 Pencils, Medium Soft",Office Supplies,Art
876,TEC-PH-10003655,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,Technology,Phones
877,OFF-BI-10004656,Peel & Stick Add-On Corner Pockets,Office Supplies,Binders
878,OFF-ST-10002344,"Carina 42""Hx23 3/4""W Media Storage Unit",Office Supplies,Storage
879,TEC-PH-10004447,Toshiba IPT2010-SD IP Telephone,Technology,Phones
880,FUR-CH-10003973,GuestStacker Chair with Chrome Finish Legs,Furniture,Chairs
881,OFF-PA-10000682,Xerox 1924,Office Supplies,Paper
882,FUR-FU-10002268,Ultra Door Push Plate,Furniture,Furnishings
883,TEC-AC-10001990,Kensington Orbit Wireless Mobile Trackball for PC and Mac,Technology,Accessories
884,FUR-CH-10004540,Global Chrome Stack Chair,Furniture,Chairs
885,OFF-ST-10002292,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",Office Supplies,Storage
886,OFF-AR-10004999,Newell 315,Office Supplies,Art
887,OFF-BI-10001031,Pressboard Data Binders by Wilson Jones,Office Supplies,Binders
888,OFF-BI-10002432,Wilson Jones Standard D-Ring Binders,Office Supplies,Binders
889,FUR-FU-10001867,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Furniture,Furnishings
890,TEC-PH-10002200,Samsung Galaxy Note 2,Technology,Phones
891,TEC-PH-10000439,GE DSL Phone Line Filter,Technology,Phones
892,OFF-PA-10001685,Easy-staple paper,Office Supplies,Paper
893,OFF-ST-10001418,Carina Media Storage Towers in Natural & Black,Office Supplies,Storage
894,OFF-ST-10000676,Fellowes Econo/Stor Drawers,Office Supplies,Storage
895,OFF-AR-10001022,SANFORD Liquid Accent Tank-Style Highlighters,Office Supplies,Art
896,OFF-EN-10003055,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Office Supplies,Envelopes
897,TEC-CO-10001046,Canon Imageclass D680 Copier / Fax,Technology,Copiers
898,FUR-FU-10000076,24-Hour Round Wall Clock,Furniture,Furnishings
899,FUR-FU-10003268,Eldon Radial Chair Mat for Low to Medium Pile Carpets,Furniture,Furnishings
900,FUR-FU-10003691,"Eldon Image Series Desk Accessories, Ebony",Furniture,Furnishings
901,OFF-AR-10003903,Sanford 52201 APSCO Electric Pencil Sharpener,Office Supplies,Art
902,TEC-PH-10003442,Samsung Replacement EH64AVFWE Premium Headset,Technology,Phones
903,OFF-BI-10004519,GBC DocuBind P100 Manual Binding Machine,Office Supplies,Binders
904,OFF-EN-10004955,Fashion Color Clasp Envelopes,Office Supplies,Envelopes
905,FUR-TA-10004619,Hon Non-Folding Utility Tables,Furniture,Tables
906,FUR-BO-10004467,Bestar Classic Bookcase,Furniture,Bookcases
907,OFF-AR-10002280,Staples in misc. colors,Office Supplies,Art
908,FUR-CH-10001708,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,Furniture,Chairs
909,OFF-AR-10000462,Sanford Pocket Accent Highlighters,Office Supplies,Art
910,TEC-PH-10004165,Mitel MiVoice 5330e IP Phone,Technology,Phones
911,FUR-FU-10003724,Westinghouse Clip-On Gooseneck Lamps,Furniture,Furnishings
912,FUR-FU-10003535,Howard Miller Distant Time Traveler Alarm Clock,Furniture,Furnishings
913,OFF-ST-10003716,Tennsco Double-Tier Lockers,Office Supplies,Storage
914,TEC-PH-10004586,Wilson SignalBoost 841262 DB PRO Amplifier Kit,Technology,Phones
915,OFF-BI-10004236,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",Office Supplies,Binders
916,OFF-AR-10000422,Pencil and Crayon Sharpener,Office Supplies,Art
917,OFF-PA-10002870,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾ x 11",Office Supplies,Paper
918,OFF-ST-10000563,Fellowes Bankers Box Stor/Drawer Steel Plus,Office Supplies,Storage
919,OFF-BI-10002854,"Performers Binder/Pad Holder, Black",Office Supplies,Binders
920,FUR-CH-10001973,Office Star Flex Back Scooter Chair with White Frame,Furniture,Chairs
921,TEC-AC-10000580,Logitech G13 Programmable Gameboard with LCD Display,Technology,Accessories
922,OFF-AR-10004022,Panasonic KP-380BK Classic Electric Pencil Sharpener,Office Supplies,Art
923,TEC-AC-10004209,Memorex Froggy Flash Drive 4 GB,Technology,Accessories
924,TEC-AC-10000023,"Maxell 74 Minute CD-R Spindle, 50/Pack",Technology,Accessories
925,TEC-PH-10003505,Geemarc AmpliPOWER60,Technology,Phones
926,OFF-LA-10000121,Avery 48,Office Supplies,Labels
927,OFF-BI-10002026,Avery Arch Ring Binders,Office Supplies,Binders
928,OFF-PA-10000994,Xerox 1915,Office Supplies,Paper
929,OFF-BI-10002813,Avery Reinforcements for Hole-Punch Pages,Office Supplies,Binders
930,OFF-AR-10004817,Colorific Watercolor Pencils,Office Supplies,Art
931,OFF-AR-10001860,BIC Liqua Brite Liner,Office Supplies,Art
932,OFF-BI-10004970,"ACCOHIDE 3-Ring Binder, Blue, 1""",Office Supplies,Binders
933,OFF-PA-10002968,Xerox 1973,Office Supplies,Paper
934,OFF-BI-10004632,GBC Binding covers,Office Supplies,Binders
935,FUR-BO-10003433,Sauder Cornerstone Collection Library,Furniture,Bookcases
936,FUR-FU-10002554,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",Furniture,Furnishings
937,TEC-PH-10003437,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,Technology,Phones
938,OFF-AP-10003971,Belkin 6 Outlet Metallic Surge Strip,Office Supplies,Appliances
939,FUR-CH-10003846,Hon Valutask Swivel Chairs,Furniture,Chairs
940,OFF-LA-10001404,Avery 517,Office Supplies,Labels
941,OFF-LA-10001474,Avery 477,Office Supplies,Labels
942,OFF-PA-10003072,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",Office Supplies,Paper
943,FUR-FU-10004960,"Seth Thomas 12"" Clock w/ Goldtone Case",Furniture,Furnishings
944,TEC-AC-10003116,Memorex Froggy Flash Drive 8 GB,Technology,Accessories
945,OFF-AP-10004859,Acco 6 Outlet Guardian Premium Surge Suppressor,Office Supplies,Appliances
